226:6,2,6,8,1,1,2,4,1,9,5,2,4,2,7,2,2,2,5,9,8,6,4,5,5,6,2,5,9,4
227:1,8,1,3,5,5,5,6,5,3,3,9,5,3,4,6,2,3,3,6,6,4,1,9,2,7,9,5,6,9
228:7,6,5,4,9,9,7,4,9,8,9,4,4,5,9,1,2,5,3,6,1,1,8,5,8,8,8,6,4,6
229:5,9,5,3,1,9,6,6,4,1,2,2,5,3,2,6,9,6,7,2,3,7,9,6,4,9,3,6,6,1
230:6,3,2,6,2,8,9,3,4,4,8,5,1,6,2,1,5,9,4,4,5,5,4,5,8,6,2,7,8,8
231:7,6,1,5,9,6,9,8,7,6,7,6,7,2,1,1,5,8,8,9,7,3,6,9,7,6,7,5,7,5
232:8,9,3,4,1,4,3,4,2,7,4,4,5,5,8,8,3,8,1,1,6,2,2,8,3,3,4,7,2,2
233:2,2,8,4,1,1,2,2,3,8,9,7,1,3,7,2,8,5,6,1,9,7,8,1,9,4,4,1,8,4
234:1,5,3,4,9,6,1,1,1,5,2,8,8,2,2,7,2,7,2,9,5,8,9,8,8,4,1,8,6,8
235:1,9,1,6,8,1,1,3,8,1,8,2,3,7,6,2,9,2,6,7,7,1,9,9,9,2,9,5,6,5
236:9,2,9,8,9,2,2,3,9,5,8,3,1,4,2,6,6,7,2,2,2,5,8,5,2,1,8,5,4,4
237:9,7,5,3,7,1,7,4,3,3,9,8,8,8,8,1,1,6,8,1,2,9,3,2,3,8,2,2,8,4
238:5,7,8,8,7,8,7,5,4,5,3,1,8,9,3,5,9,8,8,1,8,2,5,3,6,9,5,2,5,5
239:9,7,5,3,7,1,7,4,3,3,9,8,8,8,8,1,1,6,8,1,2,9,3,2,3,2,2,2,8,4
240:6,2,1,3,3,2,5,1,8,5,7,2,3,4,6,5,4,2,6,2,9,6,6,8,8,9,2,9,2,7
241:9,2,2,6,9,1,7,6,8,3,7,6,6,6,6,5,8,9,6,9,3,7,8,7,5,7,7,8,7,1
242:7,9,9,7,4,5,5,1,9,4,5,1,5,2,3,1,5,7,4,6,1,4,8,7,3,4,4,6,7,6
243:5,9,9,6,9,5,2,9,7,7,1,9,2,5,6,1,6,6,3,7,7,1,3,6,2,8,1,4,6,8
244:7,4,6,1,6,6,9,1,6,2,6,3,7,5,1,4,7,8,9,8,9,1,5,6,7,9,9,2,5,8
245:5,3,3,7,6,8,6,6,9,4,5,2,3,9,8,3,3,6,8,8,2,8,9,8,5,8,7,9,1,2
246:8,8,1,9,5,7,7,2,2,1,3,6,9,4,9,5,6,7,4,9,6,4,8,9,5,2,8,6,8,1
247:6,9,8,4,3,2,7,3,8,9,1,3,9,2,4,9,2,6,6,4,7,2,5,5,6,3,3,7,1,1
248:7,6,1,5,9,6,9,8,7,6,7,6,7,2,1,1,3,8,8,9,7,3,6,9,7,6,7,5,7,3
249:5,2,4,8,1,1,1,7,7,6,8,6,9,5,5,9,4,4,6,4,3,1,9,8,4,7,2,4,4,8
250:4,1,9,9,7,8,3,6,6,4,4,8,2,6,8,9,5,8,6,1,5,8,6,1,6,8,8,9,8,8
251:7,4,9,3,1,2,2,2,2,1,9,9,9,4,8,6,6,1,4,9,5,9,4,9,9,3,2,8,2,7
252:4,6,5,8,3,9,8,1,3,2,8,3,5,4,3,8,1,7,7,9,2,8,5,6,5,9,1,7,8,5
253:2,7,1,7,7,9,9,6,4,8,2,3,6,4,8,6,1,6,8,4,9,2,6,9,7,5,3,5,9,3
254:9,2,3,5,1,7,6,2,8,6,8,2,8,3,3,4,3,2,6,8,3,4,8,2,8,8,9,5,4,1
255:2,2,5,5,3,8,7,6,2,6,1,1,8,4,9,9,7,2,1,5,3,5,8,7,2,9,7,4,3,6
256:9,1,9,2,8,4,4,2,1,8,5,5,8,3,5,7,7,6,8,4,5,2,5,2,6,3,9,3,9,6
257:5,6,6,3,2,9,7,3,8,1,9,1,5,7,8,4,2,9,3,3,7,3,4,5,3,1,3,8,6,6
258:9,6,3,4,7,1,5,6,9,8,7,5,2,7,9,3,6,7,4,3,7,9,9,1,8,7,8,8,9,9
259:1,5,1,6,4,5,7,5,3,4,8,1,5,6,5,5,6,1,8,2,2,1,2,5,4,2,7,1,5,5
260:9,1,5,6,4,3,5,2,9,5,8,9,2,1,4,5,2,8,9,6,4,5,9,5,4,2,1,7,4,3
261:5,1,8,4,7,8,5,3,4,7,1,7,5,9,8,8,3,5,1,5,8,2,8,7,7,3,5,5,4,2
262:4,8,8,9,9,6,3,5,7,5,4,8,7,8,7,2,5,9,3,7,2,1,9,1,4,2,7,8,8,6
263:8,8,2,3,7,6,9,1,9,8,1,8,2,6,9,6,2,2,5,8,7,8,4,9,9,7,3,5,4,2
264:9,4,7,1,8,2,7,7,7,6,5,3,7,3,2,2,4,5,2,2,2,2,7,9,9,3,7,7,9,9
265:9,4,8,2,2,3,8,6,5,7,4,2,6,3,7,7,6,3,3,1,9,3,2,8,2,2,4,2,4,7
266:8,5,4,6,3,2,6,2,2,5,3,3,5,1,6,3,2,9,5,9,8,2,7,9,8,1,6,6,7,9
267:9,5,9,1,7,6,9,9,8,2,6,4,7,8,6,4,5,1,9,5,7,4,8,6,8,6,3,1,5,2
268:9,8,3,2,4,7,6,9,4,2,9,1,8,9,9,4,3,7,7,4,1,9,7,8,4,8,4,7,6,6
269:9,5,2,7,8,7,3,4,3,9,5,5,1,2,8,8,5,4,4,9,3,8,8,3,8,5,7,6,2,2
270:5,9,4,4,1,2,1,5,7,8,5,4,6,1,2,7,5,4,9,2,7,6,7,7,2,6,6,4,9,1
271:8,6,7,8,2,7,7,7,6,5,6,2,4,2,8,5,6,5,5,1,8,7,1,7,8,2,9,4,6,1
272:2,8,3,9,2,3,4,1,7,3,4,4,9,2,3,7,3,3,9,7,6,6,7,2,5,8,7,7,2,2
273:2,3,8,1,8,9,2,1,5,4,2,4,2,7,9,5,3,7,4,7,6,4,3,1,9,5,8,2,7,9
274:4,9,7,9,5,8,4,5,1,8,9,6,8,5,7,6,1,3,3,7,6,6,9,4,2,4,9,9,8,4
275:9,9,6,2,1,9,5,1,1,5,7,9,5,1,5,8,5,5,1,6,9,2,2,4,3,9,2,2,9,5
276:6,7,2,8,2,8,5,9,4,5,1,2,9,6,7,6,1,9,2,1,5,8,4,6,5,4,2,2,9,4
277:7,6,6,3,5,3,5,5,6,8,7,4,1,5,6,5,2,7,6,8,7,3,9,7,8,8,7,5,8,9
278:6,4,7,7,6,3,8,9,6,3,4,4,2,7,6,9,6,6,2,9,3,2,3,6,6,5,5,8,1,9
279:5,5,1,8,5,2,3,2,5,4,2,3,3,4,6,5,3,9,4,2,4,1,6,5,9,4,9,3,8,5
280:6,2,7,6,1,9,1,5,5,5,6,1,4,4,4,2,7,7,8,7,3,3,3,3,1,8,6,4,8,8
281:2,2,2,8,7,1,6,7,8,7,1,9,9,2,6,6,7,7,6,8,1,7,6,9,1,9,9,9,3,2
282:3,8,2,6,6,4,1,9,6,6,2,2,1,3,8,3,9,4,7,5,8,2,1,1,8,9,4,2,8,3
283:1,9,5,2,3,2,7,2,8,1,2,3,6,1,8,4,5,9,6,4,1,6,4,7,6,3,2,4,4,3
284:3,7,5,8,4,8,6,2,2,1,8,6,7,1,7,2,8,7,5,6,4,4,7,9,7,4,9,5,9,3
285:6,4,4,4,5,5,2,7,5,5,2,7,6,7,3,8,8,3,2,8,4,6,4,8,3,5,2,2,4,6
286:7,3,1,7,8,6,3,5,4,9,9,6,8,6,8,9,4,5,6,9,9,6,8,4,6,5,4,6,5,7
287:4,3,4,4,3,5,6,3,9,6,8,7,9,3,1,8,9,3,9,5,2,2,5,6,5,8,3,8,9,9
288:2,4,6,8,2,8,7,7,7,3,6,4,4,6,6,2,8,8,6,1,2,4,2,1,3,8,3,4,8,2
289:1,9,7,8,4,3,2,2,6,1,8,8,9,1,5,5,1,4,5,5,1,1,1,9,2,9,8,7,4,7
290:2,8,7,2,4,3,3,8,7,3,6,8,1,9,4,8,4,6,6,6,3,8,4,9,8,7,5,6,2,5
291:2,8,9,9,9,9,2,3,8,4,2,4,7,5,6,3,5,6,4,4,7,2,3,6,8,4,8,1,8,1
292:1,5,3,8,9,6,1,1,1,5,2,8,8,2,2,7,2,7,2,9,5,8,9,8,8,4,1,8,6,1
293:3,1,4,6,1,5,8,7,2,7,7,3,9,8,6,3,7,8,8,1,1,6,7,3,2,4,6,7,3,1
294:6,5,8,1,5,8,2,6,9,3,8,5,7,7,6,7,1,4,2,9,5,2,2,1,2,4,9,3,7,8
295:9,9,6,2,1,9,5,1,1,5,7,9,5,1,5,8,5,5,1,6,9,1,2,4,3,9,2,2,9,5
296:7,6,6,3,5,3,5,5,6,8,7,4,1,5,6,5,2,7,9,8,7,3,9,7,8,8,7,5,8,9
297:2,1,9,2,3,7,8,7,2,6,2,7,1,4,4,2,5,7,9,8,4,9,5,5,2,2,4,5,7,5
298:9,3,7,5,6,5,8,9,8,8,1,9,2,2,3,8,5,7,5,4,2,8,2,5,8,1,2,5,7,7
299:4,6,7,3,9,3,3,2,1,9,5,3,2,5,6,6,6,7,9,6,7,6,8,8,2,3,3,1,1,8
300:8,8,1,9,5,7,7,2,2,1,3,6,9,4,9,5,6,7,4,9,6,4,8,9,5,2,8,6,8,6
301:9,7,2,6,8,5,5,8,6,8,3,1,3,6,8,2,1,2,7,5,2,7,9,9,8,9,3,3,3,4
302:5,9,4,4,5,3,7,1,9,4,8,3,7,8,1,6,8,3,2,5,2,2,6,2,5,9,2,9,1,8
303:1,3,6,9,5,1,2,6,6,3,4,6,3,6,4,9,5,6,3,1,5,3,8,7,3,6,3,2,1,5
304:5,6,1,5,5,5,1,2,8,8,5,2,9,8,6,3,1,2,6,2,9,7,8,8,7,2,6,2,9,3
305:5,6,6,3,1,2,3,3,8,6,8,2,6,2,5,4,9,5,7,3,7,6,3,9,4,2,2,2,6,1
306:6,4,3,4,1,5,5,2,9,3,5,8,3,5,8,5,4,7,1,8,3,3,5,4,4,3,1,6,5,1
307:1,7,3,6,5,2,8,6,9,9,4,5,2,2,9,4,8,9,8,3,9,4,5,1,6,6,5,1,4,7
308:2,6,3,5,7,3,1,7,8,5,1,2,2,6,6,5,6,7,6,8,4,6,2,6,2,1,3,6,9,4
309:4,7,4,8,8,2,2,2,5,4,5,3,7,3,4,4,8,9,1,6,8,7,9,1,9,4,9,7,8,4
310:4,5,9,1,9,4,2,9,3,3,4,8,6,4,6,4,2,2,3,7,1,2,6,9,9,7,1,1,8,9
311:1,2,2,6,9,2,2,1,6,7,1,9,5,5,2,1,9,8,8,4,6,9,7,6,1,2,8,9,3,5
312:8,4,8,6,1,4,3,3,9,8,3,9,3,4,7,3,6,8,5,8,1,2,9,3,8,4,4,9,3,8
313:4,7,4,8,8,2,2,2,5,4,5,3,7,3,4,4,8,9,1,6,8,7,9,1,9,8,9,7,8,4
314:9,4,1,8,3,7,3,2,9,8,2,5,9,3,1,6,8,1,6,4,4,7,7,2,7,2,2,9,7,2
315:2,5,4,9,9,5,6,3,4,5,4,2,5,9,4,3,6,3,6,3,5,9,4,6,2,2,4,9,7,4
316:7,7,1,7,1,8,9,4,1,8,2,6,3,1,2,7,1,3,2,3,3,4,7,9,1,4,5,5,1,4
317:8,2,8,7,9,4,8,2,5,1,7,9,4,8,1,2,4,5,7,8,9,5,7,4,2,8,1,2,4,9
318:5,4,9,4,6,2,9,9,6,8,4,1,2,5,9,9,6,1,3,5,8,8,1,2,4,7,3,2,3,6
319:9,2,2,8,7,2,8,1,5,2,1,1,1,2,8,7,3,9,6,3,4,3,9,7,2,9,2,4,3,8
320:8,5,2,2,7,8,9,4,3,9,2,9,2,2,8,8,7,2,6,1,7,2,2,2,3,3,3,2,2,1
321:3,3,1,1,1,2,7,3,2,7,8,2,4,7,9,4,8,9,5,5,3,5,4,1,5,9,9,9,6,7
322:6,7,2,8,2,8,7,9,4,5,1,2,9,6,7,6,1,9,2,1,5,8,4,6,5,4,2,2,9,8
323:1,3,4,8,8,1,6,3,8,3,4,3,2,7,7,8,1,3,7,3,1,3,9,7,5,3,1,8,3,4
324:6,8,4,7,6,2,1,2,4,5,2,3,7,6,4,8,8,1,1,6,1,6,7,8,3,4,8,8,2,2
325:7,1,6,2,9,3,9,6,8,7,8,7,7,4,3,3,5,5,8,7,1,3,6,1,2,8,9,8,4,6
326:3,1,4,6,1,5,8,7,2,7,7,3,9,8,6,3,7,8,8,7,1,6,7,3,2,4,6,7,3,6
327:8,2,3,7,6,7,9,9,1,1,5,4,7,1,4,9,6,6,2,5,6,8,9,9,8,3,4,2,7,4
328:9,8,5,1,3,4,9,3,3,6,9,8,8,3,6,3,3,8,7,6,7,7,1,6,5,6,3,4,9,9
329:2,6,3,8,5,2,4,8,6,3,1,9,7,6,8,8,1,5,6,7,8,9,6,3,9,7,1,8,7,9
330:9,4,8,2,2,3,8,6,5,7,4,2,6,3,7,7,6,3,3,1,9,3,2,8,2,2,4,2,4,6
331:5,1,3,6,8,6,9,6,8,9,6,1,2,1,4,3,3,6,8,8,6,9,7,8,5,6,9,8,5,5
332:6,6,7,9,3,5,5,7,9,1,5,2,1,7,7,4,7,2,5,2,9,8,5,4,3,9,9,9,8,3
333:1,2,2,6,9,2,8,1,6,7,1,9,5,5,2,1,9,8,8,4,6,9,7,6,1,2,8,9,3,5
334:1,6,9,6,1,8,7,7,4,6,3,9,9,8,8,7,5,1,6,4,6,2,2,2,5,7,9,2,2,6
335:2,7,7,5,8,9,7,8,4,6,7,6,2,1,9,4,1,4,6,5,5,9,8,7,6,6,8,5,5,4
336:9,7,2,2,8,5,5,8,6,8,3,1,3,6,8,2,1,2,7,5,2,7,9,9,8,9,3,3,3,4
337:8,4,8,4,4,3,4,1,8,5,9,7,6,1,4,9,9,8,6,9,8,8,6,2,9,2,3,4,1,1
338:4,2,5,4,5,7,7,3,6,1,7,9,6,1,5,7,2,9,3,1,8,5,1,2,8,6,2,9,9,5
339:8,4,8,2,8,5,7,1,1,9,7,4,4,5,4,9,7,2,4,2,4,4,3,8,5,2,3,8,1,7
340:8,8,5,1,2,9,4,3,5,7,2,2,5,1,9,9,8,8,6,6,3,7,4,8,4,1,2,9,1,1
341:5,7,6,6,6,8,2,3,4,1,2,4,7,9,4,6,9,2,2,3,7,6,1,3,9,9,6,5,6,7
342:6,6,9,6,5,3,1,9,6,8,4,5,1,3,1,3,2,1,7,6,3,9,1,7,3,1,4,5,7,4
343:3,1,7,4,7,4,1,3,2,5,8,2,6,3,1,5,8,8,5,9,9,2,6,9,6,3,7,2,7,5
344:9,4,7,1,8,2,7,7,7,6,5,3,7,3,2,2,4,5,2,2,2,2,7,9,9,3,7,7,9,1
345:1,7,7,9,6,7,7,7,7,7,4,7,2,1,4,9,5,1,4,8,5,5,6,8,7,4,9,6,5,6
346:8,3,1,2,6,5,3,1,7,4,6,2,9,9,7,1,7,1,8,8,1,1,7,9,4,7,3,7,7,9
347:1,3,7,1,2,9,1,5,2,7,1,6,9,1,2,9,3,3,9,8,3,3,6,2,7,5,4,5,4,2
348:9,1,5,5,8,6,9,7,9,8,8,6,9,5,1,6,3,7,8,2,5,7,2,8,8,2,2,1,5,2
349:6,5,4,6,6,3,6,5,6,9,7,2,6,8,7,2,2,2,9,1,4,6,1,2,7,7,5,8,5,2
350:4,2,9,5,1,3,3,2,1,9,9,4,2,9,1,3,2,2,9,9,8,9,3,5,7,2,9,3,1,4
351:4,5,9,1,9,4,2,9,3,3,4,8,6,4,6,4,2,2,3,7,1,6,6,9,9,7,1,1,8,9
352:7,6,6,5,9,5,7,2,3,2,1,3,1,3,3,5,4,5,7,4,3,7,3,6,8,1,3,2,4,4
353:3,8,4,4,7,7,4,5,7,3,4,6,5,3,3,1,3,3,3,1,4,1,1,2,8,9,8,5,2,5
354:5,7,6,7,7,2,7,6,9,2,2,3,4,3,3,8,4,5,2,5,3,7,4,2,5,5,3,6,3,1
355:5,1,8,9,6,6,3,5,6,1,4,1,6,7,8,8,4,8,3,7,1,2,4,2,5,5,2,1,4,1
356:9,7,2,2,8,5,5,8,6,8,3,1,3,6,8,2,1,2,7,5,2,7,9,9,8,9,3,3,3,8
357:2,8,1,1,5,5,5,5,7,3,1,7,5,8,8,7,5,6,7,9,7,9,7,8,5,3,9,3,5,7
358:8,4,6,6,1,4,3,3,9,8,3,9,3,4,7,3,6,8,5,8,1,2,9,3,8,4,4,9,3,5
359:5,3,7,8,5,6,6,6,1,4,3,8,8,6,5,5,3,3,7,1,7,3,6,1,3,7,9,2,7,7
360:4,5,8,3,6,5,6,6,3,1,1,4,3,8,7,5,8,2,5,1,7,3,1,5,7,3,2,2,3,4
361:9,9,2,9,6,6,3,7,6,6,5,5,6,2,1,5,3,1,5,9,2,9,8,2,4,9,1,5,3,8
362:4,4,1,9,3,3,2,9,4,5,3,3,9,2,5,9,4,6,4,6,8,4,9,2,9,7,2,2,3,4
363:9,4,4,9,9,9,5,6,3,5,7,7,1,9,4,4,3,6,9,2,7,2,2,8,6,1,5,4,1,3
364:9,2,7,7,5,2,7,7,5,5,6,6,1,4,7,5,4,7,6,3,2,1,9,8,2,5,4,7,2,5
365:7,7,8,5,2,4,6,3,7,2,8,6,7,2,4,7,3,1,3,8,7,4,8,5,1,3,2,6,4,1
366:6,6,9,6,5,3,1,9,6,8,4,5,1,3,1,3,2,1,7,6,3,9,1,7,3,1,4,5,7,5
367:6,1,2,5,4,8,8,9,4,1,9,3,5,3,2,1,7,1,7,6,7,8,5,6,5,7,9,4,5,3
368:8,2,8,7,9,4,8,2,5,1,7,9,4,8,1,2,4,5,7,8,9,5,7,4,2,8,1,2,4,4
369:7,1,2,7,2,7,1,5,3,8,7,8,5,9,5,9,3,7,2,1,8,2,3,8,7,5,4,3,5,9
370:1,9,5,3,7,5,6,9,1,3,6,6,3,3,1,2,5,3,3,3,2,9,1,9,9,9,4,1,5,8
371:9,8,9,8,1,6,7,5,8,7,3,5,6,1,6,3,8,7,7,3,7,6,1,4,3,2,3,1,1,5
372:6,5,3,6,6,9,1,4,6,9,1,6,4,6,2,6,4,7,1,1,3,5,4,9,8,3,2,6,7,6
373:6,3,9,4,5,7,1,1,1,9,3,8,5,9,2,2,9,1,6,9,4,1,6,3,1,7,5,2,9,6
374:5,9,2,8,5,6,1,9,9,9,9,7,7,7,8,4,5,5,9,9,6,7,4,7,6,8,8,2,1,2
375:6,9,8,3,8,4,9,9,2,8,8,5,5,5,3,2,3,4,4,6,2,7,2,4,5,6,6,1,7,5
376:8,9,3,4,1,4,3,4,2,7,4,4,5,5,8,8,3,8,1,1,6,2,2,8,3,3,4,7,2,6
377:6,6,9,6,5,3,1,9,6,8,4,5,1,3,1,3,2,1,7,6,3,9,1,7,3,1,4,5,2,4
378:8,3,8,9,5,6,4,8,5,1,3,2,1,5,5,6,4,6,7,1,1,3,5,4,1,3,7,5,2,6
379:8,5,2,2,7,8,9,4,3,9,2,9,2,2,8,8,7,3,6,1,7,2,2,2,3,3,3,2,2,1
380:9,4,8,2,2,3,8,6,5,7,4,2,6,3,7,4,6,3,3,1,9,3,2,8,2,2,4,2,4,6
381:5,8,6,8,5,4,9,8,8,5,2,6,8,7,9,7,3,7,2,4,3,4,1,2,3,6,1,4,3,2
382:8,2,8,7,1,4,9,9,8,8,4,6,7,4,8,6,8,7,1,5,8,4,2,2,8,6,5,2,1,4
383:5,7,5,9,6,9,4,1,7,8,6,9,6,7,4,5,1,9,5,5,8,8,1,8,7,9,5,5,8,8
384:6,2,7,6,1,9,1,5,5,5,6,1,4,4,4,2,7,7,8,7,3,3,3,3,1,8,6,4,8,6
385:6,4,7,7,6,3,8,9,6,3,4,4,2,7,6,9,6,6,2,9,3,2,3,6,2,5,5,8,1,4
386:2,5,9,3,2,2,4,6,5,2,1,7,5,3,5,2,5,1,8,2,1,1,3,4,3,9,5,3,7,9
387:9,4,4,9,9,9,5,6,3,5,7,7,1,9,4,4,3,6,9,2,7,2,2,8,6,1,5,4,1,6
388:9,7,9,1,3,2,1,6,6,8,8,1,6,4,5,8,4,8,8,8,8,2,1,8,9,2,3,9,1,5
389:3,8,6,8,5,4,9,8,8,5,2,6,8,7,9,7,3,7,2,4,3,4,1,2,3,6,1,4,3,4
390:4,8,6,6,9,3,4,6,7,1,9,8,3,6,9,6,6,7,6,2,2,1,8,6,4,4,7,6,4,8
391:2,8,1,3,9,4,7,8,2,4,1,8,8,1,6,5,1,9,7,4,9,1,5,7,5,5,1,7,3,5
392:4,6,9,3,6,6,4,7,7,3,7,5,7,1,8,6,7,9,4,5,4,3,4,9,4,3,1,6,3,5
393:9,1,5,5,8,6,9,7,9,8,8,6,9,5,1,6,3,7,8,2,5,7,2,8,8,2,2,1,5,7
394:7,9,1,9,2,3,4,5,6,6,2,4,4,5,2,7,1,2,2,6,4,4,5,2,9,2,4,7,4,9
395:5,9,9,6,9,5,2,9,7,7,1,9,2,5,6,1,6,6,3,7,7,1,3,6,2,7,1,4,6,8
396:3,6,3,5,7,3,1,7,8,5,1,2,2,6,6,5,6,7,6,8,4,6,2,6,2,1,3,6,9,5
397:4,2,4,4,6,3,8,9,9,4,3,4,3,5,5,3,3,7,2,2,1,5,6,3,3,8,4,2,9,7
398:9,3,1,1,4,2,3,8,5,4,1,3,1,5,9,6,4,8,8,1,7,8,9,3,9,5,3,7,8,4
399:9,7,5,3,7,1,7,4,3,3,9,8,8,8,8,1,1,6,8,1,2,9,3,2,3,8,2,2,8,6
400:6,9,8,4,3,2,7,3,8,9,1,3,9,2,4,9,2,6,6,4,7,2,5,5,6,3,3,7,1,4
401:1,5,3,4,9,6,1,1,1,5,2,8,8,2,2,7,2,7,2,9,5,8,9,8,8,4,1,8,6,1
402:2,8,1,1,5,5,5,5,7,3,1,7,5,8,8,7,5,6,7,9,7,9,1,8,5,3,9,3,5,5
403:6,7,2,8,2,8,5,9,4,5,1,2,9,6,7,6,1,9,2,1,5,8,4,6,5,4,2,2,9,8
404:1,6,9,6,1,8,7,7,4,6,3,9,9,8,8,1,5,1,6,4,6,2,2,2,5,7,9,2,2,3
405:9,9,2,8,8,5,5,8,9,9,1,8,6,3,7,8,3,2,6,8,1,6,8,5,9,8,5,9,3,3
406:7,5,3,1,5,8,6,1,5,3,2,7,4,9,1,8,4,7,8,8,2,3,2,4,1,8,4,1,9,5
407:4,5,9,1,9,4,2,9,3,3,4,8,6,4,6,4,2,2,3,7,1,6,6,9,9,7,1,1,8,8
408:4,7,4,6,3,6,5,2,1,2,1,4,4,1,7,6,1,3,3,6,7,6,8,8,4,3,4,5,3,8
409:8,3,1,3,1,5,4,6,8,5,4,9,4,8,4,3,5,4,1,7,2,5,1,2,9,3,7,4,3,7
410:5,2,4,8,1,1,1,7,7,6,8,6,9,5,5,9,4,4,6,4,3,1,9,8,4,7,2,7,4,8
411:6,3,2,6,2,8,9,3,4,4,8,5,1,6,2,1,7,9,4,4,5,5,4,5,8,6,2,7,8,8
412:1,6,6,2,9,6,3,3,5,1,3,9,6,8,8,3,2,9,7,5,7,3,2,3,8,8,8,6,1,1
413:2,9,6,7,2,9,6,6,3,3,2,8,4,7,3,3,2,8,7,6,3,4,1,1,1,9,9,6,1,8
414:3,7,1,2,5,7,4,6,6,9,1,6,7,6,9,2,8,4,5,7,7,3,9,5,3,8,8,8,3,6
415:7,1,2,7,2,7,1,5,3,8,7,8,5,9,5,9,7,7,2,1,8,2,3,8,7,5,4,3,5,7
416:1,1,3,9,2,2,9,8,9,5,8,7,8,9,6,1,8,2,6,4,6,8,7,9,9,3,8,3,5,9
417:1,6,6,2,9,6,3,3,5,1,3,9,6,8,8,3,2,4,7,5,7,3,2,3,8,8,8,6,1,1
418:7,5,7,1,1,1,2,6,5,4,5,5,6,2,1,6,4,7,1,7,7,9,4,1,7,8,9,4,4,8
419:8,1,8,1,5,7,3,5,2,8,4,1,6,6,7,5,1,2,8,5,1,5,2,1,3,1,4,5,6,6
420:8,8,1,5,4,1,6,6,2,4,6,6,7,2,5,7,2,6,3,8,2,5,1,8,5,1,9,3,3,2
421:6,7,7,7,4,8,6,1,1,9,5,1,5,5,4,1,4,2,4,8,3,8,9,6,7,6,9,9,2,1
422:5,1,8,9,6,6,3,5,6,1,4,1,6,7,8,8,4,8,3,7,1,2,4,2,5,5,2,1,4,2
423:5,9,1,8,8,3,1,3,4,1,5,6,6,5,5,1,7,1,9,1,3,4,8,3,6,9,1,6,4,2
424:5,3,2,1,3,2,5,1,4,2,6,3,5,4,6,8,5,1,6,8,3,4,3,7,1,8,8,1,2,3
425:5,5,1,3,4,3,7,6,8,1,8,5,8,8,3,9,6,1,8,2,7,7,2,9,9,1,2,5,4,2
426:3,9,5,1,6,8,2,2,5,3,7,9,2,8,1,5,7,8,4,5,6,8,5,7,4,3,1,4,4,6
427:6,4,9,8,1,9,4,1,1,4,7,2,3,3,8,7,8,3,7,9,3,5,3,1,5,1,3,3,8,5
428:9,9,7,5,5,2,7,8,6,4,6,6,2,1,1,5,9,7,8,2,4,2,7,6,4,2,8,7,9,9
429:4,2,3,4,1,9,5,2,6,8,9,5,2,2,8,1,8,3,5,4,2,1,7,6,3,7,6,8,7,9
430:2,7,9,4,8,6,5,3,6,7,8,2,3,9,6,3,8,7,3,3,3,3,5,3,2,6,6,4,7,2
431:4,6,7,3,9,3,3,2,1,9,5,3,2,5,6,6,6,7,9,6,7,6,8,8,2,3,3,8,1,1
432:9,2,3,4,5,3,4,8,6,8,5,3,7,2,6,8,2,1,3,6,5,4,7,1,8,6,2,1,4,2
433:2,8,1,1,5,5,5,5,7,3,1,7,5,8,8,7,5,6,7,9,7,9,7,8,5,3,9,3,5,5
434:9,2,4,8,1,3,1,4,1,1,5,6,5,3,6,2,3,6,1,2,1,8,7,5,7,8,8,4,7,4
435:2,7,1,3,6,3,7,4,9,9,6,1,2,1,6,3,4,7,4,8,2,8,6,5,4,6,3,8,4,2
436:7,6,3,7,7,7,4,6,8,6,4,7,6,6,8,3,9,8,1,3,7,6,2,5,7,9,7,4,8,2
437:2,8,3,9,2,3,4,1,7,3,4,4,9,2,3,7,3,3,9,7,6,6,7,2,5,8,7,7,2,7
438:1,4,3,8,1,3,8,8,1,4,8,5,6,3,9,8,2,6,8,3,7,9,5,9,8,2,6,2,5,6
439:8,8,1,9,5,7,7,2,2,1,3,6,9,4,9,5,6,7,4,9,6,4,8,9,5,2,8,4,8,6
440:4,7,4,8,8,2,2,2,5,4,5,3,7,3,4,4,8,9,1,6,8,7,9,1,9,4,9,7,8,6
441:4,7,4,5,4,5,7,3,2,7,1,7,2,7,5,3,5,5,6,7,4,9,6,1,6,7,7,5,7,7
442:2,4,9,1,8,4,5,4,2,5,7,8,2,2,7,5,1,3,3,9,9,5,2,4,7,2,4,7,7,5
443:7,7,1,7,1,8,9,4,1,8,2,6,3,1,9,7,1,3,2,3,3,4,7,9,1,4,5,5,1,4
444:2,3,8,1,8,9,2,1,5,4,2,4,2,7,9,5,3,7,4,7,6,4,3,1,9,5,8,2,7,9
445:4,8,8,5,9,2,4,2,1,4,2,8,2,9,2,6,9,4,3,5,5,2,5,1,5,5,4,5,1,9
446:5,5,4,7,3,2,9,4,8,5,1,5,2,6,2,4,6,8,4,5,5,4,7,3,3,8,6,1,7,5
447:3,8,2,6,6,4,1,9,6,6,2,2,1,3,8,3,9,4,7,5,8,2,1,1,8,9,4,2,8,9
448:1,2,2,6,9,2,2,1,6,7,1,9,5,5,2,1,9,8,8,4,6,9,7,6,1,2,8,9,3,8
449:7,5,3,1,5,2,2,5,3,9,3,5,8,7,3,6,4,7,2,8,8,5,2,1,5,6,3,7,9,4
450:7,6,1,5,9,6,9,8,7,6,7,6,7,2,1,1,5,8,8,9,7,3,6,9,7,6,7,5,7,3
